"state","year","age","population"
"SC",2033,45,1199784
"SC",2033,55,954375
"SC",2033,65,774193
"SC",2033,75,504647
"SC",2033,90,62358
"SC",2034,25,1024743
"SC",2034,35,1233387
"SC",2034,45,1216059
"SC",2034,55,968874
"SC",2034,65,789940
"SC",2034,75,530574
"SC",2034,90,66184
"SC",2035,25,1012314
"SC",2035,35,1223033
"SC",2035,45,1229366
"SC",2035,55,986309
"SC",2035,65,802928
"SC",2035,75,557381
"SC",2035,90,70452
"SC",2036,25,1006158
"SC",2036,35,1208759
"SC",2036,45,1239111
"SC",2036,55,1006709
"SC",2036,65,813293
"SC",2036,75,584913
"SC",2036,90,75161
"SC",2037,25,1006791
"SC",2037,35,1190524
"SC",2037,45,1244525
"SC",2037,55,1030294
"SC",2037,65,821021
"SC",2037,75,613098
"SC",2037,90,80326
"SC",2038,25,1010163
"SC",2038,35,1170923
"SC",2038,45,1246677
"SC",2038,55,1055755
"SC",2038,65,827206
"SC",2038,75,641307
"SC",2038,90,85900
"SC",2039,25,1014824
"SC",2039,35,1151981
"SC",2039,45,1247288
"SC",2039,55,1081081
"SC",2039,65,833503
"SC",2039,75,668636
"SC",2039,90,91828
"SC",2040,25,1021412
"SC",2040,35,1134381
"SC",2040,45,1247402
"SC",2040,55,1104891
"SC",2040,65,841039
"SC",2040,75,694485
"SC",2040,90,98065
"SC",2041,25,1029769
"SC",2041,35,1115963
"SC",2041,45,1246784
"SC",2041,55,1127179
"SC",2041,65,849757
"SC",2041,75,718907
"SC",2041,90,104639
"SC",2042,25,1040630
"SC",2042,35,1095355
"SC",2042,45,1245543
"SC",2042,55,1147828
"SC",2042,65,859657
"SC",2042,75,741906
"SC",2042,90,111567
"SC",2043,25,1052934
"SC",2043,35,1075810
"SC",2043,45,1242776
"SC",2043,55,1166358
"SC",2043,65,871273
"SC",2043,75,763359
"SC",2043,90,118781
"SC",2044,25,1064264
"SC",2044,35,1059936
"SC",2044,45,1236850
"SC",2044,55,1182286
"SC",2044,65,885248
"SC",2044,75,783210
"SC",2044,90,126181
"SC",2045,25,1075472
"SC",2045,35,1047728
"SC",2045,45,1226861
"SC",2045,55,1195362
"SC",2045,65,901876
"SC",2045,75,801447
"SC",2045,90,133707
"SC",2046,25,1084280
"SC",2046,35,1041739
"SC",2046,45,1212981
"SC",2046,55,1205009
"SC",2046,65,921161
"SC",2046,75,818105
"SC",2046,90,141368
"SC",2047,25,1090599
"SC",2047,35,1042485
"SC",2047,45,1195159
"SC",2047,55,1210506
"SC",2047,65,943288
"SC",2047,75,833234
"SC",2047,90,149122
"SC",2048,25,1095524
"SC",2048,35,1045944
"SC",2048,45,1175987
"SC",2048,55,1212866
"SC",2048,65,967057
"SC",2048,75,847137
"SC",2048,90,157077
"SC",2049,25,1098018
"SC",2049,35,1050675
"SC",2049,45,1157474
"SC",2049,55,1213745
"SC",2049,65,990599
"SC",2049,75,860286
"SC",2049,90,165409
"SC",2050,25,1096573
"SC",2050,35,1057328
"SC",2050,45,1140293
"SC",2050,55,1214134
"SC",2050,65,1012670
"SC",2050,75,873088
"SC",2050,90,174151
"SC",2051,25,1093686
"SC",2051,35,1065731
"SC",2051,45,1122318
"SC",2051,55,1213809
"SC",2051,65,1033260
"SC",2051,75,885680
"SC",2051,90,183220
"SC",2052,25,1089951
"SC",2052,35,1076611
"SC",2052,45,1102188
"SC",2052,55,1212872
"SC",2052,65,1052272
"SC",2052,75,898133
"SC",2052,90,192593
"SC",2053,25,1084178
"SC",2053,35,1088917
"SC",2053,45,1083112
"SC",2053,55,1210450
"SC",2053,65,1069286
"SC",2053,75,911092
"SC",2053,90,201944
"SC",2054,25,1077835
"SC",2054,35,1100253
"SC",2054,45,1067650
"SC",2054,55,1204939
"SC",2054,65,1083906
"SC",2054,75,925433
"SC",2054,90,210852
"SC",2055,25,1071066
"SC",2055,35,1111456
"SC",2055,45,1055780
"SC",2055,55,1195475
"SC",2055,65,1095935
"SC",2055,75,941618
"SC",2055,90,219076
"SC",2056,25,1064024
"SC",2056,35,1120263
"SC",2056,45,1050028
"SC",2056,55,1182213
"SC",2056,65,1104857
"SC",2056,75,959599
"SC",2056,90,226735
"SC",2057,25,1056908
"SC",2057,35,1126601
"SC",2057,45,1050895
"SC",2057,55,1165083
"SC",2057,65,1110036
"SC",2057,75,979477
"SC",2057,90,233905
"SC",2058,25,1049899
"SC",2058,35,1131547
"SC",2058,45,1054414
"SC",2058,55,1146643
"SC",2058,65,1112397
"SC",2058,75,1000599
"SC",2058,90,240554
"SC",2059,25,1043091
"SC",2059,35,1134069
"SC",2059,45,1059193
"SC",2059,55,1128877
"SC",2059,65,1113428
"SC",2059,75,1021938
"SC",2059,90,246672
"SC",2060,25,1036594
"SC",2060,35,1132672
"SC",2060,45,1065890
"SC",2060,55,1112454
"SC",2060,65,1114009
"SC",2060,75,1042768
"SC",2060,90,252283
"SE",2010,25,364662
"SE",2010,35,288285
"SE",2010,45,207535
"SE",2010,55,134567
"SE",2010,65,77626
"SE",2010,75,45479
"SE",2010,90,5567
"SE",2011,25,371121
"SE",2011,35,294213
"SE",2011,45,215525
"SE",2011,55,139148
"SE",2011,65,80371
"SE",2011,75,46599
"SE",2011,90,5147
"SE",2012,25,376974
"SE",2012,35,300132
"SE",2012,45,223861
"SE",2012,55,143740
"SE",2012,65,83313
"SE",2012,75,47756
"SE",2012,90,4976
"SE",2013,25,382105
"SE",2013,35,306205
"SE",2013,45,232253
"SE",2013,55,148471
"SE",2013,65,86451
"SE",2013,75,48990
"SE",2013,90,4935
"SE",2014,25,386380
"SE",2014,35,312640
"SE",2014,45,240286
"SE",2014,55,153533
"SE",2014,65,89760
"SE",2014,75,50308
"SE",2014,90,4947
"SE",2015,25,389727
"SE",2015,35,319544
"SE",2015,45,247710
"SE",2015,55,159037
"SE",2015,65,93233
"SE",2015,75,51706
"SE",2015,90,4975
"SE",2016,25,392215
"SE",2016,35,326846
"SE",2016,45,254548
"SE",2016,55,164935
"SE",2016,65,96856
"SE",2016,75,53218
"SE",2016,90,5028
"SE",2017,25,393833
"SE",2017,35,334519
"SE",2017,45,260756
"SE",2017,55,171174
"SE",2017,65,100647
"SE",2017,75,54857
"SE",2017,90,5117
"SE",2018,25,394905
"SE",2018,35,342311
"SE",2018,45,266527
"SE",2018,55,177761
"SE",2018,65,104553
"SE",2018,75,56661
"SE",2018,90,5229
"SE",2019,25,395954
"SE",2019,35,349825
"SE",2019,45,272187
"SE",2019,55,184680
"SE",2019,65,108519
"SE",2019,75,58679
"SE",2019,90,5348
"SE",2020,25,397286
"SE",2020,35,356793
"SE",2020,45,277952
"SE",2020,55,191903
"SE",2020,65,112517
"SE",2020,75,60930
"SE",2020,90,5472
"SE",2021,25,398861
"SE",2021,35,363202
"SE",2021,45,283776
"SE",2021,55,199415
"SE",2021,65,116568
"SE",2021,75,63399
"SE",2021,90,5613
"SE",2022,25,400779
"SE",2022,35,369027
"SE",2022,45,289609
"SE",2022,55,207254
"SE",2022,65,120652
"SE",2022,75,66097
"SE",2022,90,5774
"SE",2023,25,402608
"SE",2023,35,374152
"SE",2023,45,295596
"SE",2023,55,215155
"SE",2023,65,124875
"SE",2023,75,68975
"SE",2023,90,5964
"SE",2024,25,403668
"SE",2024,35,378442
"SE",2024,45,301941
"SE",2024,55,222727
"SE",2024,65,129394
"SE",2024,75,71970
"SE",2024,90,6188
"SE",2025,25,403521
"SE",2025,35,381837
"SE",2025,45,308724
"SE",2025,55,229751
"SE",2025,65,134296
"SE",2025,75,75049
"SE",2025,90,6445
"SE",2026,25,402625
"SE",2026,35,384393
"SE",2026,45,315888
"SE",2026,55,236243
"SE",2026,65,139535
"SE",2026,75,78243
"SE",2026,90,6739
"SE",2027,25,399638
"SE",2027,35,386091
"SE",2027,45,323401
"SE",2027,55,242157
"SE",2027,65,145085
"SE",2027,75,81571
"SE",2027,90,7076
"SE",2028,25,396223
"SE",2028,35,387262
"SE",2028,45,331024
"SE",2028,55,247678
"SE",2028,65,150937
"SE",2028,75,85031
"SE",2028,90,7442
"SE",2029,25,391974
"SE",2029,35,388406
"SE",2029,45,338382
"SE",2029,55,253111
"SE",2029,65,157080
"SE",2029,75,88627
"SE",2029,90,7814
"SE",2030,25,387001
"SE",2030,35,389828
"SE",2030,45,345209
"SE",2030,55,258668
"SE",2030,65,163486
"SE",2030,75,92352
"SE",2030,90,8191
"SE",2031,25,382073
"SE",2031,35,391491
"SE",2031,45,351505
"SE",2031,55,264294
"SE",2031,65,170145
"SE",2031,75,96206
"SE",2031,90,8588
"SE",2032,25,375763
"SE",2032,35,393485
"SE",2032,45,357255
"SE",2032,55,269952
"SE",2032,65,177085
"SE",2032,75,100184
"SE",2032,90,9014
"SE",2033,25,369077
"SE",2033,35,395402
"SE",2033,45,362334
"SE",2033,55,275764
"SE",2033,65,184081
"SE",2033,75,104325
"SE",2033,90,9478
"SE",2034,25,362914
"SE",2034,35,396560
"SE",2034,45,366617
"SE",2034,55,281915
"SE",2034,65,190791
"SE",2034,75,108708
"SE",2034,90,9980
"SE",2035,25,357066
"SE",2035,35,396534
"SE",2035,45,370039
"SE",2035,55,288471
"SE",2035,65,197033
"SE",2035,75,113356
"SE",2035,90,10537
"SE",2036,25,352165
"SE",2036,35,395777
"SE",2036,45,372657
"SE",2036,55,295374
"SE",2036,65,202816
"SE",2036,75,118271
"SE",2036,90,11138
"SE",2037,25,349400
"SE",2037,35,392961
"SE",2037,45,374452
"SE",2037,55,302590
"SE",2037,65,208111
"SE",2037,75,123441
"SE",2037,90,11790
"SE",2038,25,346587
"SE",2038,35,389727
"SE",2038,45,375741
"SE",2038,55,309903
"SE",2038,65,213087
"SE",2038,75,128855
"SE",2038,90,12481
"SE",2039,25,344408
"SE",2039,35,385676
"SE",2039,45,377006
"SE",2039,55,316972
"SE",2039,65,218012
"SE",2039,75,134507
"SE",2039,90,13197
"SE",2040,25,342720
"SE",2040,35,380914
"SE",2040,45,378555
"SE",2040,55,323549
"SE",2040,65,223078
"SE",2040,75,140377
"SE",2040,90,13927
"SE",2041,25,339462
"SE",2041,35,376198
"SE",2041,45,380341
"SE",2041,55,329635
"SE",2041,65,228234
"SE",2041,75,146447
"SE",2041,90,14690
"SE",2042,25,336806
"SE",2042,35,370130
"SE",2042,45,382439
"SE",2042,55,335216
"SE",2042,65,233455
"SE",2042,75,152736
"SE",2042,90,15493
"SE",2043,25,335540
"SE",2043,35,363699
"SE",2043,45,384466
"SE",2043,55,340163
"SE",2043,65,238836
"SE",2043,75,159105
"SE",2043,90,16331
"SE",2044,25,334349
"SE",2044,35,357771
"SE",2044,45,385741
"SE",2044,55,344366
"SE",2044,65,244506
"SE",2044,75,165366
"SE",2044,90,17190
"SE",2045,25,333971
"SE",2045,35,352141
"SE",2045,45,385849
"SE",2045,55,347757
"SE",2045,65,250513
"SE",2045,75,171405
"SE",2045,90,18075
"SE",2046,25,333328
"SE",2046,35,347428
"SE",2046,45,385239
"SE",2046,55,350392
"SE",2046,65,256791
"SE",2046,75,177236
"SE",2046,90,18980
"SE",2047,25,332629
"SE",2047,35,344798
"SE",2047,45,382612
"SE",2047,55,352245
"SE",2047,65,263313
"SE",2047,75,182821
"SE",2047,90,19919
"SE",2048,25,332116
"SE",2048,35,342120
"SE",2048,45,379569
"SE",2048,55,353629
"SE",2048,65,269891
"SE",2048,75,188267
"SE",2048,90,20905
"SE",2049,25,331113
"SE",2049,35,340057
"SE",2049,45,375736
"SE",2049,55,354997
"SE",2049,65,276241
"SE",2049,75,193755
"SE",2049,90,21965
"SE",2050,25,329417
"SE",2050,35,338479
"SE",2050,45,371223
"SE",2050,55,356632
"SE",2050,65,282166
"SE",2050,75,199389
"SE",2050,90,23110
"SE",2051,25,328385
"SE",2051,35,335358
"SE",2051,45,366775
"SE",2051,55,358499
"SE",2051,65,287658
"SE",2051,75,205141
"SE",2051,90,24331
"SE",2052,25,327203
"SE",2052,35,332819
"SE",2052,45,361029
"SE",2052,55,360666
"SE",2052,65,292710
"SE",2052,75,211022
"SE",2052,90,25621
"SE",2053,25,324649
"SE",2053,35,331652
"SE",2053,45,354933
"SE",2053,55,362760
"SE",2053,65,297209
"SE",2053,75,216997
"SE",2053,90,26974
"SE",2054,25,322001
"SE",2054,35,330551
"SE",2054,45,349325
"SE",2054,55,364124
"SE",2054,65,301049
"SE",2054,75,223027
"SE",2054,90,28374
"SE",2055,25,319289
"SE",2055,35,330243
"SE",2055,45,343988
"SE",2055,55,364355
"SE",2055,65,304173
"SE",2055,75,229076
"SE",2055,90,29813
"SE",2056,25,316499
"SE",2056,35,329672
"SE",2056,45,339528
"SE",2056,55,363891
"SE",2056,65,306630
"SE",2056,75,235107
"SE",2056,90,31291
"SE",2057,25,313619
"SE",2057,35,329046
"SE",2057,45,337063
"SE",2057,55,361481
"SE",2057,65,308400
"SE",2057,75,241074
"SE",2057,90,32818
"SE",2058,25,310716
"SE",2058,35,328596
"SE",2058,45,334545
"SE",2058,55,358681
"SE",2058,65,309758
"SE",2058,75,246978
"SE",2058,90,34346
"SE",2059,25,307814
"SE",2059,35,327662
"SE",2059,45,332621
"SE",2059,55,355135
"SE",2059,65,311124
"SE",2059,75,252836
"SE",2059,90,35809
"SE",2060,25,304931
"SE",2060,35,326051
"SE",2060,45,331167
"SE",2060,55,350976
"SE",2060,65,312747
"SE",2060,75,258620
"SE",2060,90,37177
"SP",2010,25,7444344
"SP",2010,35,6247126
"SP",2010,45,5258530
"SP",2010,55,3572076
"SP",2010,65,1991537
"SP",2010,75,1198274
"SP",2010,90,87812
"SP",2011,25,7527638
"SP",2011,35,6334960
"SP",2011,45,5358291
"SP",2011,55,3717424
"SP",2011,65,2064773
"SP",2011,75,1250953
"SP",2011,90,90669
"SP",2012,25,7592263
"SP",2012,35,6431805
"SP",2012,45,5450247
"SP",2012,55,3862754
"SP",2012,65,2145725
"SP",2012,75,1301488
"SP",2012,90,99594
"SP",2013,25,7635705
"SP",2013,35,6537591
"SP",2013,45,5535268
"SP",2013,55,4006831
"SP",2013,65,2235144
"SP",2013,75,1350992
"SP",2013,90,111775
"SP",2014,25,7655402
"SP",2014,35,6651846
"SP",2014,45,5614638
"SP",2014,55,4148330
"SP",2014,65,2333754
"SP",2014,75,1399240
"SP",2014,90,125298
"SP",2015,25,7650934
"SP",2015,35,6773187
"SP",2015,45,5689695
"SP",2015,55,4286156
"SP",2015,65,2441578
"SP",2015,75,1446569
"SP",2015,90,138897
"SP",2016,25,7619396
"SP",2016,35,6901725
"SP",2016,45,5760546
"SP",2016,55,4419885
"SP",2016,65,2557755
"SP",2016,75,1494382
"SP",2016,90,152549
"SP",2017,25,7556231
"SP",2017,35,7038462
"SP",2017,45,5826782
"SP",2017,55,4549263
"SP",2017,65,2681682
"SP",2017,75,1543226
"SP",2017,90,166426
"SP",2018,25,7473962
"SP",2018,35,7174990
"SP",2018,45,5892733
"SP",2018,55,4673106
"SP",2018,65,2811387
"SP",2018,75,1595516
"SP",2018,90,180113
"SP",2019,25,7391443
"SP",2019,35,7299217
"SP",2019,45,5964616
"SP",2019,55,4789938
"SP",2019,65,2944217
"SP",2019,75,1654478
"SP",2019,90,193341
"SP",2020,25,7321053
"SP",2020,35,7402934
"SP",2020,45,6046370
"SP",2020,55,4898989
"SP",2020,65,3078306
"SP",2020,75,1721957
"SP",2020,90,205952
"SP",2021,25,7260060
"SP",2021,35,7487259
"SP",2021,45,6137289
"SP",2021,55,5000426
"SP",2021,65,3213250
"SP",2021,75,1797659
"SP",2021,90,218341
"SP",2022,25,7208022
"SP",2022,35,7552994
"SP",2022,45,6236851
"SP",2022,55,5094384
"SP",2022,65,3348437
"SP",2022,75,1881759
"SP",2022,90,230838
"SP",2023,25,7162613
"SP",2023,35,7597637
"SP",2023,45,6344968
"SP",2023,55,5181624
"SP",2023,65,3482661
"SP",2023,75,1973347
"SP",2023,90,243602
"SP",2024,25,7118209
"SP",2024,35,7618667
"SP",2024,45,6461121
"SP",2024,55,5263276
"SP",2024,65,3614572
"SP",2024,75,2070913
"SP",2024,90,256905
"SP",2025,25,7070876
"SP",2025,35,7615678
"SP",2025,45,6583928
"SP",2025,55,5340571
"SP",2025,65,3743110
"SP",2025,75,2173517
"SP",2025,90,270793
"SP",2026,25,7035929
"SP",2026,35,7585785
"SP",2026,45,6713506
"SP",2026,55,5413669
"SP",2026,65,3867927
"SP",2026,75,2281146
"SP",2026,90,285543
"SP",2027,25,6989398
"SP",2027,35,7524477
"SP",2027,45,6850850
"SP",2027,55,5482159
"SP",2027,65,3988809
"SP",2027,75,2393330
"SP",2027,90,301571
"SP",2028,25,6939320
"SP",2028,35,7444129
"SP",2028,45,6987748
"SP",2028,55,5550204
"SP",2028,65,4104663
"SP",2028,75,2510585
"SP",2028,90,318258
"SP",2029,25,6885712
"SP",2029,35,7363442
"SP",2029,45,7112415
"SP",2029,55,5623807
"SP",2029,65,4214174
"SP",2029,75,2633833
"SP",2029,90,334820
"SP",2030,25,6824016
"SP",2030,35,7294666
"SP",2030,45,7216834
"SP",2030,55,5706729
"SP",2030,65,4316672
"SP",2030,75,2763127
"SP",2030,90,350933
"SP",2031,25,6745212
"SP",2031,35,7235061
"SP",2031,45,7302113
"SP",2031,55,5798294
"SP",2031,65,4412334
"SP",2031,75,2897573
"SP",2031,90,367124
"SP",2032,25,6648453
"SP",2032,35,7184242
"SP",2032,45,7369042
"SP",2032,55,5897980
"SP",2032,65,4501343
"SP",2032,75,3036727
"SP",2032,90,383674
"SP",2033,25,6550323
"SP",2033,35,7139908
"SP",2033,45,7415188
"SP",2033,55,6005625
"SP",2033,65,4584290
"SP",2033,75,3178165
"SP",2033,90,401327
"SP",2034,25,6463297
"SP",2034,35,7096436
"SP",2034,45,7438051
"SP",2034,55,6120659
"SP",2034,65,4662090
"SP",2034,75,3318612
"SP",2034,90,421153
"SP",2035,25,6391390
"SP",2035,35,7049918
"SP",2035,45,7437199
"SP",2035,55,6241686
"SP",2035,65,4735769
"SP",2035,75,3455881
"SP",2035,90,443643
"SP",2036,25,6328091
"SP",2036,35,7015570
"SP",2036,45,7409855
"SP",2036,55,6368788
"SP",2036,65,4805511
"SP",2036,75,3590055
"SP",2036,90,468634
"SP",2037,25,6302300
"SP",2037,35,6969631
"SP",2037,45,7351641
"SP",2037,55,6502935
"SP",2037,65,4870959
"SP",2037,75,3720886
"SP",2037,90,496175
"SP",2038,25,6291510
"SP",2038,35,6920181
"SP",2038,45,7274680
"SP",2038,55,6636284
"SP",2038,65,4935967
"SP",2038,75,3847872
"SP",2038,90,525828
"SP",2039,25,6287774
"SP",2039,35,6867361
"SP",2039,45,7197368
"SP",2039,55,6757637
"SP",2039,65,5006038
"SP",2039,75,3970694
"SP",2039,90,556995
"SP",2040,25,6297762
"SP",2040,35,6806780
"SP",2040,45,7131718
"SP",2040,55,6859392
"SP",2040,65,5084610
"SP",2040,75,4089086
"SP",2040,90,589272
"SP",2041,25,6309120
"SP",2041,35,6729366
"SP",2041,45,7075065
"SP",2041,55,6942652
"SP",2041,65,5171036
"SP",2041,75,4202966
"SP",2041,90,622779
"SP",2042,25,6322712
"SP",2042,35,6634116
"SP",2042,45,7027075
"SP",2042,55,7008242
"SP",2042,65,5264846
"SP",2042,75,4312558
"SP",2042,90,657500
"SP",2043,25,6342615
"SP",2043,35,6537487
"SP",2043,45,6985391
"SP",2043,55,7053814
"SP",2043,65,5365741
"SP",2043,75,4417202
"SP",2043,90,693423
"SP",2044,25,6357214
"SP",2044,35,6451852
"SP",2044,45,6944369
"SP",2044,55,7076965
"SP",2044,65,5473022
"SP",2044,75,4516027
"SP",2044,90,730638
"SP",2045,25,6368241
"SP",2045,35,6381183
"SP",2045,45,6900095
"SP",2045,55,7077357
"SP",2045,65,5585252
"SP",2045,75,4608924
"SP",2045,90,769044
"SP",2046,25,6368996
"SP",2046,35,6319057
"SP",2046,45,6867556
"SP",2046,55,7052374
"SP",2046,65,5702466
"SP",2046,75,4696418
"SP",2046,90,808503
"SP",2047,25,6357465
"SP",2047,35,6294042
"SP",2047,45,6823208
"SP",2047,55,6997889
"SP",2047,65,5825464
"SP",2047,75,4778379
"SP",2047,90,848970
"SP",2048,25,6340084
"SP",2048,35,6283852
"SP",2048,45,6775159
"SP",2048,55,6925599
"SP",2048,65,5947168
"SP",2048,75,4858164
"SP",2048,90,889794
"SP",2049,25,6312758
"SP",2049,35,6280622
"SP",2049,45,6723784
"SP",2049,55,6853155
"SP",2049,65,6057543
"SP",2049,75,4940676
"SP",2049,90,930171
"SP",2050,25,6266126
"SP",2050,35,6291044
"SP",2050,45,6664886
"SP",2050,55,6792059
"SP",2050,65,6149843
"SP",2050,75,5028923
"SP",2050,90,969584
"SP",2051,25,6223841
"SP",2051,35,6302746
"SP",2051,45,6589480
"SP",2051,55,6739745
"SP",2051,65,6225183
"SP",2051,75,5122283
"SP",2051,90,1008214
"SP",2052,25,6185963
"SP",2052,35,6316558
"SP",2052,45,6496636
"SP",2052,55,6695896
"SP",2052,65,6284438
"SP",2052,75,5220526
"SP",2052,90,1046169
"SP",2053,25,6137833
"SP",2053,35,6336614
"SP",2053,45,6402565
"SP",2053,55,6658119
"SP",2053,65,6325484
"SP",2053,75,5323160
"SP",2053,90,1083184
"SP",2054,25,6088524
"SP",2054,35,6351371
"SP",2054,45,6319336
"SP",2054,55,6620757
"SP",2054,65,6346149
"SP",2054,75,5429193
"SP",2054,90,1118975
"SP",2055,25,6038772
"SP",2055,35,6362527
"SP",2055,45,6250745
"SP",2055,55,6579884
"SP",2055,65,6346200
"SP",2055,75,5537348
"SP",2055,90,1153388
"SP",2056,25,5989168
"SP",2056,35,6363483
"SP",2056,45,6190654
"SP",2056,55,6549931
"SP",2056,65,6323439
"SP",2056,75,5647814
"SP",2056,90,1186590
"SP",2057,25,5940438
"SP",2057,35,6352241
"SP",2057,45,6166825
"SP",2057,55,6507843
"SP",2057,65,6274246
"SP",2057,75,5760890
"SP",2057,90,1218796
"SP",2058,25,5893432
"SP",2058,35,6335167
"SP",2058,45,6157427
"SP",2058,55,6461784
"SP",2058,65,6209396
"SP",2058,75,5872935
"SP",2058,90,1249863
"SP",2059,25,5848464
"SP",2059,35,6308216
"SP",2059,45,6154867
"SP",2059,55,6412602
"SP",2059,65,6144998
"SP",2059,75,5979046
"SP",2059,90,1279611
"SP",2060,25,5805690
"SP",2060,35,6262134
"SP",2060,45,6165783
"SP",2060,55,6356499
"SP",2060,65,6091445
"SP",2060,75,6075560
"SP",2060,90,1308095
"TO",2010,25,242766
"TO",2010,35,182713
"TO",2010,45,131141
"TO",2010,55,85292
"TO",2010,65,50843
"TO",2010,75,28045
"TO",2010,90,2810
"TO",2011,25,247003
"TO",2011,35,188033
"TO",2011,45,135736
"TO",2011,55,88465
"TO",2011,65,52371
"TO",2011,75,29250
"TO",2011,90,2715
"TO",2012,25,250429
"TO",2012,35,193665
"TO",2012,45,140561
"TO",2012,55,91701
"TO",2012,65,53968
"TO",2012,75,30525
"TO",2012,90,2694
"TO",2013,25,253225
"TO",2013,35,199565
"TO",2013,45,145486
"TO",2013,55,95017
"TO",2013,65,55685
"TO",2013,75,31840
"TO",2013,90,2721
"TO",2014,25,255710
"TO",2014,35,205647
"TO",2014,45,150313
"TO",2014,55,98446
"TO",2014,65,57582
"TO",2014,75,33153
"TO",2014,90,2770
"TO",2015,25,258085
"TO",2015,35,211823
"TO",2015,45,154938
"TO",2015,55,101998
"TO",2015,65,59705
"TO",2015,75,34434
"TO",2015,90,2833
"TO",2016,25,260349
"TO",2016,35,218059
"TO",2016,45,159391
"TO",2016,55,105658
"TO",2016,65,62021
"TO",2016,75,35715
"TO",2016,90,2917
"TO",2017,25,262498
"TO",2017,35,224352
"TO",2017,45,163635
"TO",2017,55,109418
"TO",2017,65,64514
"TO",2017,75,37013
"TO",2017,90,3034
"TO",2018,25,264616
"TO",2018,35,230466
"TO",2018,45,167851
"TO",2018,55,113296
"TO",2018,65,67153
"TO",2018,75,38353
"TO",2018,90,3169
"TO",2019,25,266770
"TO",2019,35,236081
"TO",2019,45,172308
"TO",2019,55,117334
"TO",2019,65,69882
"TO",2019,75,39763
"TO",2019,90,3319
"TO",2020,25,268995
"TO",2020,35,240994
"TO",2020,45,177179
"TO",2020,55,121554
"TO",2020,65,72660
"TO",2020,75,41261
"TO",2020,90,3478
"TO",2021,25,271338
"TO",2021,35,245184
"TO",2021,45,182395
"TO",2021,55,125946
"TO",2021,65,75509
"TO",2021,75,42845
"TO",2021,90,3656
"TO",2022,25,273904
"TO",2022,35,248580
"TO",2022,45,187919
"TO",2022,55,130557
"TO",2022,65,78408
"TO",2022,75,44534
"TO",2022,90,3847
"TO",2023,25,276406
"TO",2023,35,251369
"TO",2023,45,193701
"TO",2023,55,135260
"TO",2023,65,81382
"TO",2023,75,46310
"TO",2023,90,4062
"TO",2024,25,278424
"TO",2024,35,253849
"TO",2024,45,199661
"TO",2024,55,139867
"TO",2024,65,84458
"TO",2024,75,48180
"TO",2024,90,4298
"TO",2025,25,279701
"TO",2025,35,256212
"TO",2025,45,205703
"TO",2025,55,144293
"TO",2025,65,87640
"TO",2025,75,50160
"TO",2025,90,4550
"TO",2026,25,279738
"TO",2026,35,258469
"TO",2026,45,211799
"TO",2026,55,148550
"TO",2026,65,90925
"TO",2026,75,52245
"TO",2026,90,4822
"TO",2027,25,279220
"TO",2027,35,260606
"TO",2027,45,217943
"TO",2027,55,152614
"TO",2027,65,94296
"TO",2027,75,54447
"TO",2027,90,5121
"TO",2028,25,278713
"TO",2028,35,262711
"TO",2028,45,223908
"TO",2028,55,156653
"TO",2028,65,97779
"TO",2028,75,56758
"TO",2028,90,5432
"TO",2029,25,277590
"TO",2029,35,264845
"TO",2029,45,229394
"TO",2029,55,160923
"TO",2029,65,101399
"TO",2029,75,59184
"TO",2029,90,5731
"TO",2030,25,276217
"TO",2030,35,267048
"TO",2030,45,234199
"TO",2030,55,165593
"TO",2030,65,105174
"TO",2030,75,61704
"TO",2030,90,6014
"TO",2031,25,275004
"TO",2031,35,269365
"TO",2031,45,238312
"TO",2031,55,170592
"TO",2031,65,109101
"TO",2031,75,64324
"TO",2031,90,6300
"TO",2032,25,272484
"TO",2032,35,271903
"TO",2032,45,241659
"TO",2032,55,175890
"TO",2032,65,113221
"TO",2032,75,67040
"TO",2032,90,6590
"TO",2033,25,269311
"TO",2033,35,274389
"TO",2033,45,244421
"TO",2033,55,181435
"TO",2033,65,117417
"TO",2033,75,69849
"TO",2033,90,6898
"TO",2034,25,266264
"TO",2034,35,276397
"TO",2034,45,246892
"TO",2034,55,187143
"TO",2034,65,121527
"TO",2034,75,72764
"TO",2034,90,7229
"TO",2035,25,263093
"TO",2035,35,277690
"TO",2035,45,249253
"TO",2035,55,192914
"TO",2035,65,125472
"TO",2035,75,75795
"TO",2035,90,7587
"TO",2036,25,260944
"TO",2036,35,277773
"TO",2036,45,251504
"TO",2036,55,198739
"TO",2036,65,129265
"TO",2036,75,78931
"TO",2036,90,7969
"TO",2037,25,259032
"TO",2037,35,277313
"TO",2037,45,253646
"TO",2037,55,204593
"TO",2037,65,132890
"TO",2037,75,82168
"TO",2037,90,8383
"TO",2038,25,256381
