"state","year","age","population"
"AP",2023,25,162531
"AP",2023,35,135697
"AP",2023,45,95944
"AP",2023,55,57807
"AP",2023,65,29658
"AP",2023,75,14200
"AP",2023,90,1684
"AP",2024,25,165300
"AP",2024,35,139117
"AP",2024,45,99779
"AP",2024,55,60628
"AP",2024,65,31601
"AP",2024,75,14851
"AP",2024,90,1778
"AP",2025,25,167842
"AP",2025,35,142405
"AP",2025,45,103661
"AP",2025,55,63611
"AP",2025,65,33536
"AP",2025,75,15606
"AP",2025,90,1876
"AP",2026,25,170781
"AP",2026,35,145512
"AP",2026,45,107579
"AP",2026,55,66768
"AP",2026,65,35458
"AP",2026,75,16470
"AP",2026,90,1975
"AP",2027,25,173151
"AP",2027,35,148378
"AP",2027,45,111530
"AP",2027,55,70098
"AP",2027,65,37381
"AP",2027,75,17442
"AP",2027,90,2080
"AP",2028,25,175242
"AP",2028,35,151099
"AP",2028,45,115478
"AP",2028,55,73551
"AP",2028,65,39317
"AP",2028,75,18525
"AP",2028,90,2190
"AP",2029,25,176632
"AP",2029,35,153824
"AP",2029,45,119361
"AP",2029,55,77054
"AP",2029,65,41320
"AP",2029,75,19699
"AP",2029,90,2311
"AP",2030,25,176917
"AP",2030,35,156650
"AP",2030,45,123144
"AP",2030,55,80574
"AP",2030,65,43414
"AP",2030,75,20946
"AP",2030,90,2446
"AP",2031,25,177114
"AP",2031,35,159522
"AP",2031,45,126816
"AP",2031,55,84108
"AP",2031,65,45597
"AP",2031,75,22282
"AP",2031,90,2591
"AP",2032,25,176978
"AP",2032,35,162389
"AP",2032,45,130391
"AP",2032,55,87676
"AP",2032,65,47845
"AP",2032,75,23710
"AP",2032,90,2753
"AP",2033,25,176787
"AP",2033,35,165215
"AP",2033,45,133848
"AP",2033,55,91270
"AP",2033,65,50199
"AP",2033,75,25217
"AP",2033,90,2921
"AP",2034,25,176894
"AP",2034,35,167897
"AP",2034,45,137178
"AP",2034,55,94901
"AP",2034,65,52693
"AP",2034,75,26793
"AP",2034,90,3079
"AP",2035,25,176779
"AP",2035,35,170362
"AP",2035,45,140380
"AP",2035,55,98587
"AP",2035,65,55327
"AP",2035,75,28429
"AP",2035,90,3229
"AP",2036,25,175767
"AP",2036,35,173222
"AP",2036,45,143419
"AP",2036,55,102304
"AP",2036,65,58112
"AP",2036,75,30130
"AP",2036,90,3371
"AP",2037,25,174572
"AP",2037,35,175545
"AP",2037,45,146218
"AP",2037,55,106063
"AP",2037,65,61043
"AP",2037,75,31894
"AP",2037,90,3512
"AP",2038,25,173721
"AP",2038,35,177596
"AP",2038,45,148886
"AP",2038,55,109819
"AP",2038,65,64089
"AP",2038,75,33722
"AP",2038,90,3662
"AP",2039,25,173885
"AP",2039,35,178963
"AP",2039,45,151560
"AP",2039,55,113521
"AP",2039,65,67171
"AP",2039,75,35631
"AP",2039,90,3840
"AP",2040,25,174806
"AP",2040,35,179260
"AP",2040,45,154342
"AP",2040,55,117121
"AP",2040,65,70271
"AP",2040,75,37609
"AP",2040,90,4056
"AP",2041,25,175369
"AP",2041,35,179476
"AP",2041,45,157171
"AP",2041,55,120617
"AP",2041,65,73383
"AP",2041,75,39672
"AP",2041,90,4302
"AP",2042,25,175789
"AP",2042,35,179367
"AP",2042,45,159985
"AP",2042,55,124022
"AP",2042,65,76527
"AP",2042,75,41795
"AP",2042,90,4585
"AP",2043,25,175921
"AP",2043,35,179200
"AP",2043,45,162767
"AP",2043,55,127308
"AP",2043,65,79690
"AP",2043,75,44008
"AP",2043,90,4897
"AP",2044,25,175584
"AP",2044,35,179329
"AP",2044,45,165406
"AP",2044,55,130474
"AP",2044,65,82889
"AP",2044,75,46314
"AP",2044,90,5233
"AP",2045,25,175333
"AP",2045,35,179231
"AP",2045,45,167831
"AP",2045,55,133522
"AP",2045,65,86141
"AP",2045,75,48712
"AP",2045,90,5587
"AP",2046,25,175252
"AP",2046,35,178262
"AP",2046,45,170642
"AP",2046,55,136416
"AP",2046,65,89419
"AP",2046,75,51212
"AP",2046,90,5967
"AP",2047,25,175645
"AP",2047,35,177098
"AP",2047,45,172922
"AP",2047,55,139086
"AP",2047,65,92740
"AP",2047,75,53815
"AP",2047,90,6368
"AP",2048,25,175666
"AP",2048,35,176278
"AP",2048,45,174934
"AP",2048,55,141634
"AP",2048,65,96057
"AP",2048,75,56510
"AP",2048,90,6786
"AP",2049,25,175027
"AP",2049,35,176460
"AP",2049,45,176275
"AP",2049,55,144190
"AP",2049,65,99321
"AP",2049,75,59269
"AP",2049,90,7212
"AP",2050,25,174326
"AP",2050,35,177381
"AP",2050,45,176570
"AP",2050,55,146842
"AP",2050,65,102493
"AP",2050,75,62083
"AP",2050,90,7639
"AP",2051,25,173733
"AP",2051,35,177950
"AP",2051,45,176788
"AP",2051,55,149540
"AP",2051,65,105562
"AP",2051,75,64952
"AP",2051,90,8077
"AP",2052,25,173294
"AP",2052,35,178375
"AP",2052,45,176688
"AP",2052,55,152228
"AP",2052,65,108535
"AP",2052,75,67879
"AP",2052,90,8527
"AP",2053,25,172929
"AP",2053,35,178513
"AP",2053,45,176542
"AP",2053,55,154877
"AP",2053,65,111412
"AP",2053,75,70860
"AP",2053,90,8987
"AP",2054,25,172577
"AP",2054,35,178195
"AP",2054,45,176677
"AP",2054,55,157394
"AP",2054,65,114182
"AP",2054,75,73892
"AP",2054,90,9480
"AP",2055,25,172272
"AP",2055,35,177958
"AP",2055,45,176597
"AP",2055,55,159704
"AP",2055,65,116848
"AP",2055,75,76988
"AP",2055,90,10002
"AP",2056,25,172000
"AP",2056,35,177885
"AP",2056,45,175672
"AP",2056,55,162387
"AP",2056,65,119385
"AP",2056,75,80135
"AP",2056,90,10554
"AP",2057,25,171743
"AP",2057,35,178276
"AP",2057,45,174554
"AP",2057,55,164549
"AP",2057,65,121734
"AP",2057,75,83354
"AP",2057,90,11127
"AP",2058,25,171494
"AP",2058,35,178306
"AP",2058,45,173775
"AP",2058,55,166450
"AP",2058,65,123979
"AP",2058,75,86583
"AP",2058,90,11735
"AP",2059,25,171245
"AP",2059,35,177685
"AP",2059,45,173968
"AP",2059,55,167717
"AP",2059,65,126235
"AP",2059,75,89756
"AP",2059,90,12369
"AP",2060,25,170990
"AP",2060,35,177004
"AP",2060,45,174876
"AP",2060,55,167981
"AP",2060,65,128575
"AP",2060,75,92833
"AP",2060,90,13032
"BA",2010,25,2513793
"BA",2010,35,1911905
"BA",2010,45,1464563
"BA",2010,55,983703
"BA",2010,65,611543
"BA",2010,75,369648
"BA",2010,90,47242
"BA",2011,25,2536375
"BA",2011,35,1949122
"BA",2011,45,1503513
"BA",2011,55,1013852
"BA",2011,65,629307
"BA",2011,75,380867
"BA",2011,90,45536
"BA",2012,25,2546184
"BA",2012,35,1988528
"BA",2012,45,1542703
"BA",2012,55,1045488
"BA",2012,65,647571
"BA",2012,75,392179
"BA",2012,90,45680
"BA",2013,25,2544770
"BA",2013,35,2030910
"BA",2013,45,1581258
"BA",2013,55,1078510
"BA",2013,65,666469
"BA",2013,75,403813
"BA",2013,90,46797
"BA",2014,25,2535095
"BA",2014,35,2077277
"BA",2014,45,1617870
"BA",2014,55,1112707
"BA",2014,65,686143
"BA",2014,75,415601
"BA",2014,90,48323
"BA",2015,25,2519274
"BA",2015,35,2127816
"BA",2015,45,1651900
"BA",2015,55,1147881
"BA",2015,65,706692
"BA",2015,75,427482
"BA",2015,90,49910
"BA",2016,25,2498254
"BA",2016,35,2181585
"BA",2016,45,1683557
"BA",2016,55,1183872
"BA",2016,65,728011
"BA",2016,75,439796
"BA",2016,90,51547
"BA",2017,25,2472910
"BA",2017,35,2238412
"BA",2017,45,1712644
"BA",2017,55,1220493
"BA",2017,65,749980
"BA",2017,75,452699
"BA",2017,90,53271
"BA",2018,25,2445862
"BA",2018,35,2293943
"BA",2018,45,1740980
"BA",2018,55,1257552
"BA",2018,65,772859
"BA",2018,75,466437
"BA",2018,90,54983
"BA",2019,25,2420847
"BA",2019,35,2341697
"BA",2019,45,1771365
"BA",2019,55,1294807
"BA",2019,65,797052
"BA",2019,75,481352
"BA",2019,90,56623
"BA",2020,25,2400070
"BA",2020,35,2377543
"BA",2020,45,1805616
"BA",2020,55,1332084
"BA",2020,65,822807
"BA",2020,75,497580
"BA",2020,90,58165
"BA",2021,25,2384618
"BA",2021,35,2401626
"BA",2021,45,1842893
"BA",2021,55,1369427
"BA",2021,65,850013
"BA",2021,75,515051
"BA",2021,90,59737
"BA",2022,25,2376344
"BA",2022,35,2413275
"BA",2022,45,1882361
"BA",2022,55,1407096
"BA",2022,65,878619
"BA",2022,75,533813
"BA",2022,90,61419
"BA",2023,25,2372218
"BA",2023,35,2413979
"BA",2023,45,1924735
"BA",2023,55,1444247
"BA",2023,65,908471
"BA",2023,75,553463
"BA",2023,90,63310
"BA",2024,25,2367259
"BA",2024,35,2406625
"BA",2024,45,1970933
"BA",2024,55,1479603
"BA",2024,65,939322
"BA",2024,75,573437
"BA",2024,90,65544
"BA",2025,25,2358290
"BA",2025,35,2393267
"BA",2025,45,2021100
"BA",2025,55,1512553
"BA",2025,65,970941
"BA",2025,75,593487
"BA",2025,90,68139
"BA",2026,25,2342631
"BA",2026,35,2374818
"BA",2026,45,2074323
"BA",2026,55,1543299
"BA",2026,65,1003205
"BA",2026,75,613776
"BA",2026,90,71101
"BA",2027,25,2321218
"BA",2027,35,2352124
"BA",2027,45,2130424
"BA",2027,55,1571649
"BA",2027,65,1035937
"BA",2027,75,634301
"BA",2027,90,74488
"BA",2028,25,2299618
"BA",2028,35,2327735
"BA",2028,45,2185213
"BA",2028,55,1599330
"BA",2028,65,1069037
"BA",2028,75,655551
"BA",2028,90,78109
"BA",2029,25,2274344
"BA",2029,35,2305292
"BA",2029,45,2232490
"BA",2029,55,1629015
"BA",2029,65,1102358
"BA",2029,75,678280
"BA",2029,90,81745
"BA",2030,25,2244658
"BA",2030,35,2286943
"BA",2030,45,2268296
"BA",2030,55,1662427
"BA",2030,65,1135800
"BA",2030,75,702878
"BA",2030,90,85285
"BA",2031,25,2207804
"BA",2031,35,2273724
"BA",2031,45,2292752
"BA",2031,55,1698764
"BA",2031,65,1169403
"BA",2031,75,729160
"BA",2031,90,88862
"BA",2032,25,2164100
"BA",2032,35,2267422
"BA",2032,45,2305188
"BA",2032,55,1737240
"BA",2032,65,1203423
"BA",2032,75,757106
"BA",2032,90,92550
"BA",2033,25,2119399
"BA",2033,35,2265065
"BA",2033,45,2307056
"BA",2033,55,1778483
"BA",2033,65,1237056
"BA",2033,75,786301
"BA",2033,90,96405
"BA",2034,25,2075253
"BA",2034,35,2261784
"BA",2034,45,2301137
"BA",2034,55,1823248
"BA",2034,65,1269115
"BA",2034,75,816105
"BA",2034,90,100524
"BA",2035,25,2030915
"BA",2035,35,2254467
"BA",2035,45,2289408
"BA",2035,55,1871626
"BA",2035,65,1298988
"BA",2035,75,846130
"BA",2035,90,104933
"BA",2036,25,1990577
"BA",2036,35,2240481
"BA",2036,45,2272763
"BA",2036,55,1922719
"BA",2036,65,1326897
"BA",2036,75,876407
"BA",2036,90,109633
"BA",2037,25,1954982
"BA",2037,35,2220715
"BA",2037,45,2252013
"BA",2037,55,1976349
"BA",2037,65,1352656
"BA",2037,75,906816
"BA",2037,90,114667
"BA",2038,25,1915442
"BA",2038,35,2200609
"BA",2038,45,2229604
"BA",2038,55,2028624
"BA",2038,65,1377867
"BA",2038,75,937628
"BA",2038,90,119922
"BA",2039,25,1877185
"BA",2039,35,2176717
"BA",2039,45,2209021
"BA",2039,55,2073788
"BA",2039,65,1404970
"BA",2039,75,969301
"BA",2039,90,125268
"BA",2040,25,1845971
"BA",2040,35,2148288
"BA",2040,45,2192304
"BA",2040,55,2108186
"BA",2040,65,1435547
"BA",2040,75,1002025
"BA",2040,90,130636
"BA",2041,25,1819143
"BA",2041,35,2112708
"BA",2041,45,2180463
"BA",2041,55,2131943
"BA",2041,65,1468866
"BA",2041,75,1035703
"BA",2041,90,136117
"BA",2042,25,1797620
"BA",2042,35,2070407
"BA",2042,45,2175234
"BA",2042,55,2144434
"BA",2042,65,1504257
"BA",2042,75,1070560
"BA",2042,90,141737
"BA",2043,25,1780692
"BA",2043,35,2027106
"BA",2043,45,2173745
"BA",2043,55,2147048
"BA",2043,65,1542178
"BA",2043,75,1105547
"BA",2043,90,147603
"BA",2044,25,1764865
"BA",2044,35,1984331
"BA",2044,45,2171273
"BA",2044,55,2142420
"BA",2044,65,1583122
"BA",2044,75,1139109
"BA",2044,90,153892
"BA",2045,25,1752695
"BA",2045,35,1941316
"BA",2045,45,2164811
"BA",2045,55,2132423
"BA",2045,65,1627051
"BA",2045,75,1170432
"BA",2045,90,160665
"BA",2046,25,1742138
"BA",2046,35,1902175
"BA",2046,45,2151804
"BA",2046,55,2117902
"BA",2046,65,1673131
"BA",2046,75,1199834
"BA",2046,90,167867
"BA",2047,25,1730962
"BA",2047,35,1867654
"BA",2047,45,2133142
"BA",2047,55,2099607
"BA",2047,65,1721161
"BA",2047,75,1227142
"BA",2047,90,175498
"BA",2048,25,1721939
"BA",2048,35,1829254
"BA",2048,45,2114146
"BA",2048,55,2079823
"BA",2048,65,1767743
"BA",2048,75,1253967
"BA",2048,90,183405
"BA",2049,25,1712761
"BA",2049,35,1792094
"BA",2049,45,2091469
"BA",2049,55,2061758
"BA",2049,65,1807917
"BA",2049,75,1282791
"BA",2049,90,191385
"BA",2050,25,1698301
"BA",2050,35,1761844
"BA",2050,45,2064386
"BA",2050,55,2047266
"BA",2050,65,1838586
"BA",2050,75,1315101
"BA",2050,90,199328
"BA",2051,25,1683270
"BA",2051,35,1735860
"BA",2051,45,2030366
"BA",2051,55,2037278
"BA",2051,65,1859853
"BA",2051,75,1350241
"BA",2051,90,207277
"BA",2052,25,1665577
"BA",2052,35,1715071
"BA",2052,45,1989856
"BA",2052,55,2033382
"BA",2052,65,1871188
"BA",2052,75,1387863
"BA",2052,90,215228
"BA",2053,25,1642188
"BA",2053,35,1698797
"BA",2053,45,1948424
"BA",2053,55,2032865
"BA",2053,65,1873880
"BA",2053,75,1427480
"BA",2053,90,223273
"BA",2054,25,1617914
"BA",2054,35,1683583
"BA",2054,45,1907500
"BA",2054,55,2031284
"BA",2054,65,1870337
"BA",2054,75,1468224
"BA",2054,90,231549
"BA",2055,25,1592949
"BA",2055,35,1671936
"BA",2055,45,1866274
"BA",2055,55,2025829
"BA",2055,65,1862239
"BA",2055,75,1509410
"BA",2055,90,240103
"BA",2056,25,1567532
"BA",2056,35,1661854
"BA",2056,45,1828722
"BA",2056,55,2014077
"BA",2056,65,1850368
"BA",2056,75,1550583
"BA",2056,90,248915
"BA",2057,25,1541913
"BA",2057,35,1651143
"BA",2057,45,1795620
"BA",2057,55,1996916
"BA",2057,65,1835416
"BA",2057,75,1591349
"BA",2057,90,258076
"BA",2058,25,1516231
"BA",2058,35,1642518
"BA",2058,45,1758756
"BA",2058,55,1979466
"BA",2058,65,1819336
"BA",2058,75,1630524
"BA",2058,90,267207
"BA",2059,25,1490550
"BA",2059,35,1633723
"BA",2059,45,1723085
"BA",2059,55,1958544
"BA",2059,65,1804847
"BA",2059,75,1666448
"BA",2059,90,275808
"BA",2060,25,1465016
"BA",2060,35,1619727
"BA",2060,45,1694154
"BA",2060,55,1933485
"BA",2060,65,1793465
"BA",2060,75,1697997
"BA",2060,90,283675
"CE",2010,25,1419896
"CE",2010,35,1132782
"CE",2010,45,865070
"CE",2010,55,588940
"CE",2010,65,381080
"CE",2010,75,243968
"CE",2010,90,25239
"CE",2011,25,1446908
"CE",2011,35,1148311
"CE",2011,45,895313
"CE",2011,55,602378
"CE",2011,65,390408
"CE",2011,75,250531
"CE",2011,90,23948
"CE",2012,25,1472830
"CE",2012,35,1165091
"CE",2012,45,925856
"CE",2012,55,614985
"CE",2012,65,399959
"CE",2012,75,257071
"CE",2012,90,24545
"CE",2013,25,1496988
"CE",2013,35,1183565
"CE",2013,45,955343
"CE",2013,55,628115
"CE",2013,65,409966
"CE",2013,75,263754
"CE",2013,90,25945
"CE",2014,25,1518526
"CE",2014,35,1204139
"CE",2014,45,981894
"CE",2014,55,643784
"CE",2014,65,420673
"CE",2014,75,270096
"CE",2014,90,27516
"CE",2015,25,1536834
"CE",2015,35,1227012
"CE",2015,45,1004466
"CE",2015,55,663137
"CE",2015,65,432168
"CE",2015,75,275882
"CE",2015,90,28903
"CE",2016,25,1552180
"CE",2016,35,1251972
"CE",2016,45,1023294
"CE",2016,55,685681
"CE",2016,65,444412
"CE",2016,75,281486
"CE",2016,90,30098
"CE",2017,25,1564666
"CE",2017,35,1278814
"CE",2017,45,1038225
"CE",2017,55,711241
"CE",2017,65,457513
"CE",2017,75,286968
"CE",2017,90,31153
"CE",2018,25,1574524
"CE",2018,35,1306919
"CE",2018,45,1050800
"CE",2018,55,739001
"CE",2018,65,471017
"CE",2018,75,292879
"CE",2018,90,32015
"CE",2019,25,1582356
"CE",2019,35,1335325
"CE",2019,45,1063449
"CE",2019,55,767649
"CE",2019,65,484261
"CE",2019,75,299998
"CE",2019,90,32676
"CE",2020,25,1588381
"CE",2020,35,1363265
"CE",2020,45,1077811
"CE",2020,55,796230
"CE",2020,65,496954
"CE",2020,75,308715
"CE",2020,90,33158
"CE",2021,25,1592905
"CE",2021,35,1390473
"CE",2021,45,1093519
"CE",2021,55,824868
"CE",2021,65,509238
"CE",2021,75,318815
"CE",2021,90,33554
"CE",2022,25,1596611
"CE",2022,35,1416648
"CE",2022,45,1110447
"CE",2022,55,853752
"CE",2022,65,520925
"CE",2022,75,330331
"CE",2022,90,33910
"CE",2023,25,1597939
"CE",2023,35,1441113
"CE",2023,45,1129017
"CE",2023,55,881654
"CE",2023,65,533152
"CE",2023,75,342602
"CE",2023,90,34420
"CE",2024,25,1594544
"CE",2024,35,1463034
"CE",2024,45,1149599
"CE",2024,55,906860
"CE",2024,65,547624
"CE",2024,75,354695
"CE",2024,90,35333
"CE",2025,25,1585058
"CE",2025,35,1481802
"CE",2025,45,1172384
"CE",2025,55,928437
"CE",2025,65,565275
"CE",2025,75,366150
"CE",2025,90,36706
"CE",2026,25,1568321
"CE",2026,35,1497665
"CE",2026,45,1197159
"CE",2026,55,946598
"CE",2026,65,585690
"CE",2026,75,377261
"CE",2026,90,38466
"CE",2027,25,1547262
"CE",2027,35,1510714
"CE",2027,45,1223726
"CE",2027,55,961213
"CE",2027,65,608717
"CE",2027,75,388155
"CE",2027,90,40639
"CE",2028,25,1521426
"CE",2028,35,1521191
"CE",2028,45,1251496
"CE",2028,55,973704
"CE",2028,65,633630
"CE",2028,75,399118
"CE",2028,90,42946
"CE",2029,25,1490616
"CE",2029,35,1529687
"CE",2029,45,1279563
"CE",2029,55,986310
"CE",2029,65,659248
"CE",2029,75,410588
"CE",2029,90,45060
"CE",2030,25,1459775
"CE",2030,35,1536405
"CE",2030,45,1307210
"CE",2030,55,1000550
"CE",2030,65,684728
"CE",2030,75,422813
"CE",2030,90,46835
"CE",2031,25,1428492
"CE",2031,35,1541650
"CE",2031,45,1334156
"CE",2031,55,1016082
"CE",2031,65,710180
"CE",2031,75,435681
"CE",2031,90,48436
"CE",2032,25,1393192
"CE",2032,35,1546071
"CE",2032,45,1360113
"CE",2032,55,1032787
"CE",2032,65,735762
"CE",2032,75,449072
"CE",2032,90,49914
"CE",2033,25,1357222
"CE",2033,35,1548143
"CE",2033,45,1384415
"CE",2033,55,1051045
"CE",2033,65,760440
"CE",2033,75,463339
"CE",2033,90,51454
"CE",2034,25,1323341
"CE",2034,35,1545542
"CE",2034,45,1406240
"CE",2034,55,1071169
"CE",2034,65,782787
"CE",2034,75,479052
"CE",2034,90,53298
"CE",2035,25,1293430
"CE",2035,35,1536926
"CE",2035,45,1425000
"CE",2035,55,1093329
"CE",2035,65,802033
"CE",2035,75,496505
"CE",2035,90,55549
"CE",2036,25,1269998
"CE",2036,35,1521156
"CE",2036,45,1440929
"CE",2036,55,1117302
"CE",2036,65,818400
"CE",2036,75,515579
"CE",2036,90,58140
"CE",2037,25,1250314
"CE",2037,35,1501084
"CE",2037,45,1454117
"CE",2037,55,1142895
"CE",2037,65,831792
"CE",2037,75,536264
"CE",2037,90,61056
"CE",2038,25,1234071
"CE",2038,35,1476263
"CE",2038,45,1464794
"CE",2038,55,1169578
"CE",2038,65,843443
"CE",2038,75,558128
"CE",2038,90,64138
"CE",2039,25,1222378
"CE",2039,35,1446501
"CE",2039,45,1473540
"CE",2039,55,1196531
"CE",2039,65,855288
"CE",2039,75,580524
"CE",2039,90,67164
"CE",2040,25,1213992
"CE",2040,35,1416652
"CE",2040,45,1480576
"CE",2040,55,1223107
"CE",2040,65,868624
"CE",2040,75,602950
"CE",2040,90,70030
"CE",2041,25,1205008
"CE",2041,35,1386351
"CE",2041,45,1486184
"CE",2041,55,1249034
"CE",2041,65,883152
"CE",2041,75,625423
"CE",2041,90,72850
"CE",2042,25,1197633
"CE",2042,35,1352106
"CE",2042,45,1490988
"CE",2042,55,1274045
"CE",2042,65,898780
"CE",2042,75,647934
"CE",2042,90,75697
"CE",2043,25,1194117
"CE",2043,35,1317194
"CE",2043,45,1493508
"CE",2043,55,1297498
"CE",2043,65,915794
"CE",2043,75,670077
"CE",2043,90,78585
"CE",2044,25,1192217
"CE",2044,35,1284316
"CE",2044,45,1491449
"CE",2044,55,1318610
"CE",2044,65,934417
"CE",2044,75,691334
"CE",2044,90,81550
"CE",2045,25,1191977
"CE",2045,35,1255296
"CE",2045,45,1483496
"CE",2045,55,1336805
"CE",2045,65,954757
"CE",2045,75,711415
"CE",2045,90,84615
"CE",2046,25,1191858
"CE",2046,35,1232588
"CE",2046,45,1468561
"CE",2046,55,1352305
"CE",2046,65,976610
"CE",2046,75,730360
"CE",2046,90,87786
"CE",2047,25,1191754
"CE",2047,35,1213541
"CE",2047,45,1449421
"CE",2047,55,1365186
"CE",2047,65,999767
"CE",2047,75,748149
"CE",2047,90,91035
"CE",2048,25,1191876
"CE",2048,35,1197838
"CE",2048,45,1425648
"CE",2048,55,1375684
"CE",2048,65,1023795
"CE",2048,75,765157
"CE",2048,90,94545
"CE",2049,25,1190352
"CE",2049,35,1186589
"CE",2049,45,1397080
"CE",2049,55,1384373
"CE",2049,65,1048048
"CE",2049,75,781990
"CE",2049,90,98579
"CE",2050,25,1183237
"CE",2050,35,1178602
"CE",2050,45,1368470
"CE",2050,55,1391476
"CE",2050,65,1072008
"CE",2050,75,799114
"CE",2050,90,103227
"CE",2051,25,1174838
"CE",2051,35,1170021
"CE",2051,45,1339469
"CE",2051,55,1397259
"CE",2051,65,1095404
"CE",2051,75,816502
"CE",2051,90,108374
"CE",2052,25,1166003
"CE",2052,35,1163011
"CE",2052,45,1306679
"CE",2052,55,1402310
"CE",2052,65,1118013
"CE",2052,75,834169
"CE",2052,90,113976
"CE",2053,25,1153394
"CE",2053,35,1159790
"CE",2053,45,1273266
"CE",2053,55,1405191
"CE",2053,65,1139236
"CE",2053,75,852286
"CE",2053,90,119794
"CE",2054,25,1139819
"CE",2054,35,1158143
"CE",2054,45,1241797
"CE",2054,55,1403672
"CE",2054,65,1158353
"CE",2054,75,870965
"CE",2054,90,125529
"CE",2055,25,1125469
"CE",2055,35,1158109
"CE",2055,45,1214023
"CE",2055,55,1396477
"CE",2055,65,1174826
"CE",2055,75,890307
"CE",2055,90,130997
"CE",2056,25,1110519
"CE",2056,35,1158171
"CE",2056,45,1192319
"CE",2056,55,1382588
"CE",2056,65,1188863
"CE",2056,75,910128
"CE",2056,90,136300
"CE",2057,25,1095112
"CE",2057,35,1158241
"CE",2057,45,1174123
"CE",2057,55,1364673
"CE",2057,65,1200526
"CE",2057,75,930183
"CE",2057,90,141504
"CE",2058,25,1079439
"CE",2058,35,1158506
"CE",2058,45,1159133
"CE",2058,55,1342348
"CE",2058,65,1210064
"CE",2058,75,950720
"CE",2058,90,146493
"CE",2059,25,1063679
"CE",2059,35,1157149
"CE",2059,45,1148432
"CE",2059,55,1315501
"CE",2059,65,1218045
"CE",2059,75,972095
"CE",2059,90,151132
"CE",2060,25,1048035
"CE",2060,35,1150297
"CE",2060,45,1140954
"CE",2060,55,1288741
"CE",2060,65,1224694
"CE",2060,75,994405
"CE",2060,90,155368
"DF",2010,25,528008
"DF",2010,35,405685
"DF",2010,45,283872
"DF",2010,55,167697
"DF",2010,65,84817
"DF",2010,75,41163
"DF",2010,90,3323
"DF",2011,25,534545
"DF",2011,35,418538
"DF",2011,45,296050
"DF",2011,55,176558
"DF",2011,65,89359
"DF",2011,75,44068
"DF",2011,90,3194
"DF",2012,25,538597
"DF",2012,35,432020
"DF",2012,45,308564
"DF",2012,55,185466
"DF",2012,65,94141
"DF",2012,75,47141
"DF",2012,90,3327
"DF",2013,25,540397
"DF",2013,35,446025
"DF",2013,45,321149
"DF",2013,55,194529
"DF",2013,65,99278
"DF",2013,75,50357
"DF",2013,90,3595
"DF",2014,25,540416
"DF",2014,35,460374
"DF",2014,45,333419
"DF",2014,55,203915
"DF",2014,65,104932
"DF",2014,75,53598
"DF",2014,90,3914
"DF",2015,25,539063
"DF",2015,35,474854
"DF",2015,45,345150
"DF",2015,55,213727
"DF",2015,65,111174
"DF",2015,75,56816
"DF",2015,90,4237
"DF",2016,25,536322
"DF",2016,35,489405
"DF",2016,45,356379
"DF",2016,55,223945
"DF",2016,65,117963
"DF",2016,75,60068
"DF",2016,90,4572
"DF",2017,25,532121
"DF",2017,35,504109
"DF",2017,45,367021
"DF",2017,55,234557
"DF",2017,65,125291
"DF",2017,75,63379
"DF",2017,90,4934
"DF",2018,25,527377
"DF",2018,35,518045
"DF",2018,45,377504
"DF",2018,55,245532
"DF",2018,65,133029
"DF",2018,75,66845
"DF",2018,90,5313
"DF",2019,25,523348
"DF",2019,35,529914
"DF",2019,45,388518
"DF",2019,55,256818
"DF",2019,65,140950
"DF",2019,75,70648
"DF",2019,90,5694
"DF",2020,25,520900
"DF",2020,35,538899
"DF",2020,45,400464
"DF",2020,55,268353
"DF",2020,65,148940
"DF",2020,75,74868
"DF",2020,90,6082
"DF",2021,25,519636
"DF",2021,35,545256
"DF",2021,45,413179
"DF",2021,55,280151
"DF",2021,65,157012
"DF",2021,75,79497
"DF",2021,90,6487
"DF",2022,25,519280
"DF",2022,35,549158
"DF",2022,45,426504
"DF",2022,55,292266
"DF",2022,65,165144
"DF",2022,75,84559
"DF",2022,90,6914
"DF",2023,25,519800
"DF",2023,35,550823
"DF",2023,45,440347
"DF",2023,55,304456
"DF",2023,65,173418
"DF",2023,75,90002
"DF",2023,90,7398
"DF",2024,25,520979
"DF",2024,35,550730
"DF",2024,45,454520
"DF",2024,55,316337
"DF",2024,65,182004
"DF",2024,75,95754
"DF",2024,90,7968
"DF",2025,25,522636
"DF",2025,35,549269
"DF",2025,45,468809
"DF",2025,55,327711
"DF",2025,65,190984
"DF",2025,75,101777
"DF",2025,90,8641
"DF",2026,25,526001
"DF",2026,35,546428
"DF",2026,45,483155
"DF",2026,55,338608
"DF",2026,65,200344
"DF",2026,75,108085
"DF",2026,90,9412
"DF",2027,25,528800
"DF",2027,35,542142
"DF",2027,45,497634
